147881 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147882 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147883 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147884 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147885 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147886 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [3.0625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147979 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [8.875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147980 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [8.9375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147981 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147982 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.0625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147983 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147984 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.1875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147985 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.25, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147986 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.3125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147987 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147988 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.4375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147989 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.5, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147990 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.5625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147991 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147992 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.6875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147993 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.75, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147994 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.8125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147995 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147996 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [9.9375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147997 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147998 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.0625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
147999 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148000 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.1875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148001 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.25, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148002 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.3125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148003 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148004 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.4375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148005 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.5, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148006 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.5625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148007 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148008 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.6875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148009 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.75, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148010 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.8125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148011 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148012 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [10.9375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148013 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148014 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.0625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148015 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148016 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.1875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148017 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.25, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148018 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.3125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148019 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148020 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.4375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148021 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.5, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148022 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.5625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148023 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148024 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.6875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148025 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.75, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148026 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.8125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148027 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148028 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [11.9375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148029 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148030 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.0625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148031 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148032 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.1875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148033 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.25, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148034 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.3125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148035 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148036 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.4375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148037 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.5, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148038 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.5625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148039 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148040 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.6875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148041 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.75, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148042 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.8125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148043 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148044 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [12.9375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148045 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148046 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.0625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148047 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148048 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.1875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148049 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.25, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148050 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.3125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148051 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148052 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.4375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148053 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.5, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148054 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.5625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148055 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148056 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.6875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148057 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.75, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148058 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.8125, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148059 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.875, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148060 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [13.9375, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148061 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148062 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148063 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148064 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148065 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148066 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148067 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148068 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148069 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148070 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148071 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148072 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148073 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
